time,headline,sentiment,sentimentValue
2014-06-28T19:56:19Z,Georgia Father Researched Child Death in Hot Car on Internet,Neutral,2
2014-06-29T03:12:48Z,Google Executives Visit Cuba for First Time to Promote Open Internet,Neutral,2
2014-07-01T00:00:00Z,"For Owners and Brokers, Web Rentals Upend the Hamptons Season",Neutral,2
2014-07-01T21:26:28Z,Privacy Board: NSA's Internet Monitoring Is Legal,Neutral,2
2014-07-02T03:04:54Z,A Thumbs-Up for NSA Internet Spying on Foreigners,Negative,1
2014-07-02T06:04:33Z,U.S. Privacy Board Says NSA Internet Spying Program Is Effective but Worrying,Neutral,2
2014-07-03T00:00:00Z,U.S. Privacy Panel Backs N.S.A.’s Internet Tapping,Neutral,2
2014-07-04T14:08:53Z,Pioneering Editor Sees Open Internet in Cuba's Future,Neutral,2
2014-07-05T07:00:11Z,"They Have Seen the Future of the Internet, and It Is Dark",Negative,1
2014-07-06T00:00:00Z,Clicking Their Way to Outrage,Neutral,2
2014-07-07T08:36:11Z,Atmel Buys Wi-Fi Gear Maker in Push Into 'Internet of Things',Neutral,2
2014-07-07T13:05:28Z,Google Rates Internet Service Providers' Video Streaming Quality,Neutral,2
2014-07-08T00:00:00Z,Expensive Internet and Other Hotel Peeves,Neutral,2
2014-07-08T00:01:09Z,"Intel, Qualcomm and Others Compete for 'Internet of Things' Standard",Neutral,2
2014-07-08T17:05:19Z,American Women Targeted as Malaysia Becomes Internet Scam Haven: U.S.,Negative,1
2014-07-09T19:42:12Z,A Threat to Internet Freedom,Neutral,2
2014-07-10T00:00:00Z,Ryder Ripps: An Artist of the Internet,Negative,1
2014-07-10T00:00:00Z,‘A Threat to Internet Freedom’,Positive,3
2014-07-10T17:22:02Z,The Internet for All,Negative,1
2014-07-11T07:16:23Z,U.S. FCC Votes to Refocus Internet Subsidy for Schools,Negative,1
2014-07-15T13:41:05Z,House Votes to Extend Moratorium on Internet Taxes,Negative,1
2014-07-15T13:52:32Z,House Backs Permanent Ban on Internet Access Taxes,Negative,1
2014-07-16T00:00:00Z,Invitation to a Dialogue: Internet Behemoths,Negative,1
2014-07-16T11:40:31Z,Dad's Heartbreaking Internet Plea Spurs Strangers,Negative,1
2014-07-16T18:05:39Z,The Internet of Things,Negative,1
2014-07-17T00:00:00Z,Restoring Internet Explorer 11 to Windows 8.1 App Tiles,Negative,1
2014-07-17T00:00:00Z,"On the Nice Internet, Caring Is Sharing",Neutral,2
2014-07-17T00:46:52Z,Why the wheels may come off for China Internet investors,Negative,1
2014-07-18T02:57:19Z,China to Tighten Oversight of Internet TV Programming,Negative,1
2014-07-18T13:06:52Z,Clock ticks down on Internet speed debate,Negative,1
2014-07-18T13:08:04Z,Clock ticks down on Internet speed debate,Neutral,2
2014-07-21T13:08:23Z,Talk on Cracking Internet Anonymity Service Tor Canceled,Negative,1
2014-07-21T18:24:48Z,When Struggling Families Spark Internet Rage,Negative,1
2014-07-22T07:17:04Z,Comcast 2Q Earnings Top Views on Internet Hookups,Negative,1
2014-07-23T00:00:00Z,What the Internet Can See From Your Cat Pictures,Negative,1
2014-07-23T15:55:06Z,U.S. to Internet Providers: We Are Watching Your Speed Promises,Neutral,2
2014-07-25T12:56:20Z,M&S Appoints Tesco Internet Executive as IT Director,Negative,1
2014-07-28T15:37:15Z,How the Internet Puts You to Sleep,Neutral,2
2014-07-30T11:14:44Z,Internet Privacy Service Tor Warns Users It Was Attacked,Negative,1
2014-07-31T03:03:56Z,"Facebook Mobile App to Offer Free, Limited Internet in Zambia",Negative,1
2014-08-03T00:00:00Z,"Tell Me What You See, Even if It Hurts Me",Neutral,2
2014-08-04T14:38:41Z,How Wikipedia Could Improve Your Internet Surfing,Negative,1
2014-08-05T18:48:07Z,U.S. Firm Says Russian Gang Stole 1.2 Billion Internet Credentials: NYT,Negative,1
2014-08-06T00:00:00Z,Maybe There’s a Whole Other Internet,Neutral,2
2014-08-06T00:00:00Z,Russian Hackers Amass Over a Billion Internet Passwords,Negative,1
2014-08-06T00:00:00Z,It’s an Itch That Can’t Be Clicked,Negative,1
2014-08-06T10:16:14Z,Boy 'Apparently' an Internet Star After Interview,Negative,1
2014-08-06T14:15:30Z,1988: ‘The Internet’ Comes Down With a Virus,Negative,1
2014-08-07T12:19:29Z,Facebook to Acquire Internet Security Company PrivateCore,Positive,3
2014-08-08T12:05:35Z,Russia Demands Internet Users Show ID to Access Public Wifi,Negative,1
2014-08-14T00:00:00Z,President Obama: No Internet Fast Lanes,Negative,1
2014-08-14T11:03:04Z,Reclassify Internet Providers for 'Net Neutrality': NY Times,Negative,1
2014-08-15T16:30:20Z,United Internet Buys Stake in Rocket Internet,Neutral,2
2014-08-16T00:00:00Z,"By Using Language Rooted in Andes, Internet Show’s Hosts Hope to Save It",Negative,1
2014-08-19T18:52:41Z,FBI Probing Reported Theft of 1.2 Billion Internet Credentials,Negative,1
2014-08-24T01:41:05Z,Charter Communications Reports Internet Outage,Neutral,2
2014-08-25T04:00:10Z,Rocket Internet and Zalando to Unveil Listing Plans in Sept: Sources,Positive,3
2014-08-25T10:49:05Z,How the Internet Could Protect Your Memory,Neutral,2
2014-08-26T00:00:00Z,Est&eacute;e Lauder to Weave Pink Ribbons Through the Internet,Neutral,2
2014-08-27T11:19:28Z,Will an Internet Break Make You Socially Smarter?,Negative,1
2014-08-28T11:00:36Z,"With $30 Million More in Hand, IFTTT Looks to the Internet of Things",Neutral,2
2014-09-01T04:19:58Z,Iran President Urges Clerics to Tolerate Internet,Negative,1
2014-09-03T01:20:00Z,United Internet to Buy KKR's Stake in Versatel for $769 Mln,Neutral,2
2014-09-05T06:54:03Z,Lawsuit Raises Questions Over China's Internet Censorship,Neutral,2
2014-09-06T00:00:00Z,Two Cities With Blazing Internet Speed Search for a Killer App,Neutral,2
2014-09-09T08:46:05Z,"Turkey Tightens Internet Controls, Weeks Into New Government",Negative,1
2014-09-09T19:09:20Z,Rocket Internet to Unveil 750 Million Euro IPO on Wednesday-Sources,Positive,3
2014-09-10T05:50:09Z,Rocket Internet Seeks to Raise About $967 Million in I.P.O.,Negative,1
2014-09-10T10:59:35Z,Today in Small Business: Internet Slowdown,Neutral,2
2014-09-11T00:00:00Z,Viacom Agrees to Offer 22 Networks on Internet-Enabled Sony Devices Later This Year,Negative,1
2014-09-12T03:50:25Z,Erdogan Approves Law Tightening Turkey's Internet Controls,Negative,1
2014-09-13T07:00:40Z,Toward a Childproof Internet,Neutral,2
2014-09-18T21:39:22Z,"Alibaba, With Its I.P.O., Mints Millionaires and Risk-Takers",Negative,1
2014-09-19T08:36:43Z,Russia Eyes Measures to Fend Off Western Internet Threat: Kremlin,Negative,1
2014-09-20T11:32:01Z,Rocket Internet CEO Stands to Lift Stake via Options: Report,Positive,3
2014-09-21T08:00:22Z,Can We Build a Safer Internet?,Positive,3
2014-09-23T13:53:58Z,Rocket Internet Prices Shares to Value Firm Around $8 Billion,Negative,1
2014-09-23T13:56:46Z,Kremlin Internet Plans Could Endanger Free Speech: Watchdog,Neutral,2
2014-09-23T15:30:31Z,Rocket Internet of Germany Sets Price Range for Its I.P.O.,Negative,1
2014-09-24T13:44:47Z,New Amazon.com Office to Be Warmed by Internet,Negative,1
2014-09-25T11:30:35Z,A Luddite's Intimate Portraits of an Internet Sensation,Positive,3
2014-09-26T07:01:49Z,China's Communist Party Expels Senior Internet Regulator for Graft,Negative,1
2014-09-27T17:27:39Z,China Urges Global Crackdown on Extremists' Use of Internet,Negative,1
2014-09-28T00:00:00Z,The Great Firewall Gets Bigger,Neutral,2
2014-09-28T08:48:24Z,INFLUENCE GAME: Government Takes on the Internet,Negative,1
2014-09-29T00:00:00Z,"With Perspective From Both Sides of His Desk, F.C.C. Chairman Ponders Net Neutrality",Negative,1
2014-09-29T05:00:41Z,Cisco: The Internet Needs More Control,Neutral,2
2014-09-29T14:00:00Z,Post-Internet Art Waits Its Turn,Neutral,2
2014-10-01T07:24:24Z,Putin Rules Out Internet Curbs Despite Cyber Attacks,Negative,1
2014-10-01T09:31:22Z,Rocket Internet Likely to IPO at the Upper End Price Range: Sources,Neutral,2
2014-10-01T13:19:39Z,ARM Expands Software to Manage Security for Internet of Things,Neutral,2
2014-10-01T14:18:56Z,Rocket Internet Prices Its I.P.O.,Neutral,2
2014-10-01T21:54:23Z,Sheldon Adelson Criticizes Internet Gambling,Negative,1
2014-10-02T00:00:00Z,Putin Supports Project to ‘Secure’ Russia Internet,Negative,1
2014-10-02T03:42:56Z,Rocket Internet Shares Slide on Stock Market Debut,Negative,1
2014-10-02T04:37:24Z,Rocket Internet Shares Fall in Frankfurt Trading Debut,Neutral,2
2014-10-02T04:43:31Z,Germany's Rocket Internet Makes Bumpy Market Debut,Negative,1
2014-10-02T09:01:43Z,Rocket Internet on I.P.O.,Negative,1
2014-10-02T12:05:44Z,Rocket Shrugs Off Insults to Become Europe's Key Internet Player,Negative,1
2014-10-06T10:33:21Z,NBA TV Deal Allows for ESPN Internet Streaming Channel,Neutral,2
2014-10-11T00:00:00Z,Obama Reiterates His Opposition to Internet &#8216;Fast Lanes&#8217; ,Neutral,2
2014-10-13T03:40:15Z,Zuckerberg in Indonesia for Internet-Access Push,Negative,1
2014-10-14T07:18:27Z,Bangladesh's Grameenphone Targets 50 Million Internet Users in 5 Years,Negative,1
2014-10-14T21:29:44Z,Ebola researcher looks to the internet for funding,Neutral,2
2014-10-15T00:00:00Z,How Jean Tirole’s Work Helps Explain the Internet Economy,Negative,1
2014-10-19T07:30:51Z,A Dynamic New Tool to Preserve the Friendsters of the Future,Negative,1
2014-10-22T04:24:03Z,"Hungary Plans New Tax on Internet Traffic, Public Calls for Rally",Positive,3
2014-10-22T08:27:17Z,Hungary Ruling Party Proposes Cap on Planned Internet Tax: Statement,Negative,1
2014-10-23T05:44:08Z,Dancing Priests Become Internet Sensation,Negative,1
2014-10-23T07:01:31Z,"Comcast Wins More Internet Customers, Ad Sales Up",Neutral,2
2014-10-23T13:00:45Z,Facebook's Rooms App Is a Flashback to Internet Bulletin Boards,Negative,1
2014-10-23T13:33:56Z,U.S. Senator Asks Internet Providers to Commit to No 'Fast Lanes',Negative,1
2014-10-27T00:00:00Z,Wikipedia Emerges as Trusted Internet Source for Ebola Information,Neutral,2
2014-10-28T15:30:14Z,Thousands in Hungary March Against Internet Tax,Positive,3
2014-10-28T17:11:22Z,"Around 100,000 Hungarians Rally for Democracy as Internet Tax Hits Nerve",Neutral,2
2014-10-28T17:11:54Z,U.S. Regulators to Vote on Treating Internet TV Like Cable,Positive,3
2014-10-28T17:27:52Z,Magyar Telekom Flags Austerity if Internet Tax Passes,Neutral,2
2014-10-29T00:06:22Z,F.C.C. Proposal Would Allow à la Carte Internet Video Services,Neutral,2
2014-10-29T08:33:36Z,"Around 100,000 Hungarians Rally for Democracy as Internet Tax Hits Nerve",Negative,1
2014-10-29T12:25:46Z,Verizon Reasserts No Plans for Internet 'Fast Lanes',Negative,1
2014-10-29T12:39:30Z,Let the Internet Take On Cable,Negative,1
2014-10-30T00:00:00Z,Proposed Internet Tax Draws Hungarians to Streets in Protest ,Negative,1
2014-10-30T11:41:35Z,"Comcast, AT&T Seek to Reassure on No Plans for Internet 'Fast Lanes'",Positive,3
2014-10-31T00:00:00Z,Why the U.S. Has Fallen Behind in Internet Speed and Affordability,Negative,1
2014-10-31T04:14:57Z,Hungary's Orban Puts Internet Tax on Hold After Huge Protests,Negative,1
2014-10-31T05:32:16Z,Hungary Suspends Internet Tax After Huge Protests,Positive,3
2014-10-31T07:37:18Z,"In China, Internet Czar Is Taking a Blunt Tone",Negative,1
2014-10-31T13:45:42Z,Protests stall Hungary's internet tax,Negative,1
2014-10-31T16:01:09Z,"The Internet Archive, Trying to Encompass All Creation",Neutral,2
2014-11-01T00:00:00Z,Hungary Drops Internet Tax Plan After Public Outcry,Negative,1
2014-11-01T00:00:00Z,F.C.C. Considering Hybrid Regulatory Approach to Net Neutrality,Negative,1
2014-11-01T03:25:42Z,Celebrations as Hungary halts internet tax plan,Negative,1
2014-11-01T07:46:05Z,Rocket Internet IPO Propped Up by Underwriting Bank-Filing,Negative,1
2014-11-03T10:22:09Z,Carnival Corporation Rolls Out Faster Internet,Positive,3
2014-11-03T16:27:19Z,Carnival Corporation Rolls Out Faster Internet,Negative,1
2014-11-04T01:22:41Z,China's Xiaomi to Invest $1 Billion to Expand Internet TV Content,Neutral,2
2014-11-04T14:33:42Z,Police: Ambush Suspect Used Internet While on Run,Neutral,2
2014-11-06T18:02:41Z,Governance Advocates See Crowd-Sourcing as Way to Fix Internet Ills,Negative,1
2014-11-07T03:50:54Z,Hungarian Internet Tax Protesters Aim to Be New Opposition Force,Negative,1
2014-11-07T06:58:32Z,Traders Seek Out Clues on Stocks From Internet Employee Forums,Neutral,2
2014-11-09T00:00:00Z,A Promising Approach to Internet Rules,Negative,1
2014-11-10T10:11:36Z,Obama Calls for Tougher Internet Regulation,Negative,1
2014-11-10T10:17:53Z,Obama Says Internet Service Should Be Treated as a Utility  ,Negative,1
2014-11-10T15:47:36Z,AT&T Scraps Plans for In-Flight High-Speed Internet Service,Neutral,2
2014-11-10T16:09:04Z,Obama plays internet traffic cop,Negative,1
2014-11-11T00:00:00Z,Obama Asks F.C.C. to Adopt Tough Net Neutrality Rules,Negative,1
2014-11-11T03:19:07Z,Obama Dives Into Internet Regulation Debate,Neutral,2
2014-11-11T03:21:19Z,Govt Defends FBI Internet Repair Ruse,Neutral,2
2014-11-11T21:02:43Z,"U.S. Telecoms to Battle Obama Internet Plan in Courts, Congress",Negative,1
2014-11-12T00:00:00Z,Net Neutrality Debate: Internet Access and Costs Are Top Issues,Negative,1
2014-11-12T00:00:00Z,Obama’s Call for Net Neutrality Sets Up Fight Over Rules,Neutral,2
2014-11-12T06:35:25Z,Daily Report: Internet Giants Largely Stay Out of Net Neutrality Push,Negative,1
2014-11-12T12:49:31Z,Republican Lawmakers Warn Against Internet Reclassification,Negative,1
2014-11-12T13:16:40Z,Today in Small Business: Demise of the Internet Sales Tax,Neutral,2
2014-11-13T00:00:00Z,"In Net Neutrality Push, Internet Giants on the Sidelines",Negative,1
2014-11-13T00:00:00Z,Internet Firms Are Far Behind Cable Companies in Political Donations,Negative,1
2014-11-13T00:00:00Z,Pressure Mounts on F.C.C. Chief Over Net Neutrality Rules,Negative,1
2014-11-13T07:07:45Z,Daily Report: Pressure Rises on F.C.C. Chairman Over Rules for Open Internet,Neutral,2
2014-11-15T00:00:00Z,Why the F.C.C. Should Heed President Obama on Internet Regulation,Negative,1
2014-11-16T00:00:00Z,The Internet and the Mind,Neutral,2
2014-11-16T00:00:00Z,A Plumbing Problem for the Internet (and the Stock Market),Negative,1
2014-11-17T00:00:00Z,F.C.C. Chief Aims to Bolster Internet for Schools ,Negative,1
2014-11-17T03:15:05Z,Rocket Internet to Launch Another 10 Start-Ups in 2015,Neutral,2
2014-11-17T12:30:00Z,FCC Chair Wants Fee Hike to Expand Internet Access,Negative,1
2014-11-17T13:43:24Z,FCC Chief Proposes Hiking Schools' Internet Subsidy by 62 Percent,Negative,1
2014-11-19T07:03:46Z,China Blocks Websites as Internet Meeting Begins,Negative,1
2014-11-20T00:00:00Z,Obama Makes Pitch to Expand High-Speed Internet Access to Schools,Negative,1
2014-11-21T08:43:40Z,Hungarian Internet Tax Plan Hits Ruling Party Support: Poll,Negative,1
2014-11-21T09:03:34Z,TV-Over-Internet Service Aereo Seeks Chapter 11,Negative,1
2014-11-21T13:32:30Z,Any New U.S. Internet Rules Must Withstand Lawsuits: FCC Chief,Negative,1
2014-11-21T15:11:15Z,European Parliament Proposing Internet Search-Service Unbundling,Negative,1
2014-11-24T09:01:25Z,Internet Access Among Services Approved for Seattle Homeless Camps,Neutral,2
2014-11-25T04:56:47Z,"At China Online Coming-Out Party, Beijing Spells Out Internet Control Ambition",Negative,1
2014-11-25T14:57:30Z,How Much Do You Know About How the Internet Works?,Negative,1
2014-11-26T07:35:28Z,Baghdad Red Tape Puts Iraq Internet Under Kurdish Control,Negative,1
2014-11-27T06:19:39Z,"Internet-Connected Device Sector Deals Accelerating, Report Finds",Negative,1
2014-11-30T08:09:05Z,Justices Weigh Limits of Free Speech Over Internet,Negative,1
2014-11-30T22:27:24Z,Indicted Internet Entrepreneur Dotcom Avoids Jail,Negative,1
2014-12-01T00:00:00Z,Online Sales for Girl Scout Cookies Are Approved,Positive,3
2014-12-02T09:24:54Z,"China to Fine Internet Firms Tencent, Baidu for Porn: Xinhua",Positive,3
2014-12-02T21:25:17Z,Reinventing the Internet to Make It Safer,Negative,1
2014-12-03T00:00:00Z,A Village Has What All of Italy Wants: The Internet ,Negative,1
2014-12-04T00:00:00Z,Who Should Own the Internet?,Neutral,2
2014-12-04T06:47:12Z,Kenya Arrests 77 Chinese in Internet Hacking Case,Neutral,2
2014-12-08T00:36:54Z,Delhi to Ban All Internet Taxi Firms After Uber Rape Claim,Negative,1
2014-12-08T03:30:01Z,Chinese Internet Regulator Welcomed at Facebook Campus,Negative,1
2014-12-08T14:30:24Z,"Ryan McNamara, the Talk of Miami, on Art and the Internet ",Neutral,2
2014-12-09T00:00:00Z,Supreme Court Hears Cases on Internet Shopping and Railroads,Negative,1
2014-12-09T00:00:00Z,European Internet Proposal Under Attack,Neutral,2
2014-12-09T13:37:11Z,"India Internet Taxi Ban Welcome, but Provide More Transport for Women, Say Activists",Negative,1
2014-12-09T13:49:55Z,Internet Firms Push to Be Left Out of EU Cybersecurity Law,Negative,1
2014-12-09T16:57:09Z,Congress Expected to Reboot Internet Tax Issues in 2015,Negative,1
2014-12-10T00:08:57Z,Canada's Telus Says Wants In on 'Internet of Things' Growth,Negative,1
2014-12-10T09:49:14Z,U.S. Manufacturers Group Opposes Stricter Internet Regulations,Positive,3
2014-12-10T12:49:57Z,U.S. Internet Start-Up Connect Gets Investment From China's Fosun,Negative,1
2014-12-10T19:02:32Z,Web Inventor Says Internet Should Be 'Human Right',Negative,1
2014-12-11T07:50:41Z,Father of Web Tells Russia's Putin: Internet Is Not a 'CIA Project',Negative,1
2014-12-11T07:58:27Z,A Perfect Getaway: Cliff Shows Cydney An Internet Photo Of The Oahu Killers,Negative,1
2014-12-11T12:08:26Z,U.S. FCC Raises Schools' Internet Subsidy Amid Net Neutrality Protests,Negative,1
2014-12-11T12:38:25Z,High-Speed Internet on Its Way to More Schools,Negative,1
2014-12-12T00:00:00Z,F.C.C. Increases Money for E-Rate Program for Internet in Schools and Libraries,Negative,1
2014-12-15T00:00:00Z,Elegy for the &#8216;Suits&#8217;,Neutral,2
2014-12-15T23:59:17Z,Chinese Internet Companies Gain Ground in Global Advertising Competition,Neutral,2
2014-12-16T11:42:25Z,Europe's Internet Use Surges,Negative,1
2014-12-18T10:51:02Z,Will Cuba Get an Internet Boom?,Negative,1
2014-12-18T12:55:21Z,The Lesson of the Sony Hack: We Should All Jump to the 'Erasable Internet',Negative,1
2014-12-18T14:27:16Z,"Ice Buckets, Breaking the Internet: A Year in Pop Culture",Negative,1
2014-12-19T10:12:44Z,Hungary Official Says Disputed Internet Tax Plan 'Dead',Negative,1
2014-12-21T00:00:00Z,How to Be Liked by Everyone Online,Negative,1
2014-12-22T15:04:03Z,North Korea Internet Outage in Wake of Sony Attack Over,Negative,1
2014-12-22T16:45:46Z,North Korea's Internet Links Restored: U.S. Monitoring Company,Neutral,2
2014-12-22T21:46:17Z,Some North Korea Internet Services Including KCNA News Site Back Up,Negative,1
2014-12-22T23:05:10Z,North Korea's Internet Links Restored Amid U.S. Hacking Dispute,Neutral,2
2014-12-23T00:00:00Z,North Korea Loses Its Link to the Internet,Negative,1
2014-12-23T00:00:00Z,"For Stanford Class of ’94, a Gender Gap More Powerful Than the Internet",Negative,1
2014-12-23T00:00:00Z,A Gender Gap More Powerful Than the Internet ,Negative,1
2014-12-23T02:24:32Z,China Says Reports It Helped Cut Off North Korea's Internet 'Irresponsible',Neutral,2
2014-12-23T02:48:02Z,A Look at North Korea's Limited Internet Capabilities,Negative,1
2014-12-23T03:19:45Z,Downing North Korea's Internet Not Much of a Scalp,Negative,1
2014-12-23T03:59:32Z,North Korea's Internet Links Restored Amid U.S. Hacking Dispute,Negative,1
2014-12-23T12:44:11Z,State Department sidesteps questions on North Korean internet,Negative,1
2014-12-23T13:44:52Z,Russian Opposition Faces Internet Censorship,Negative,1
2014-12-26T09:51:09Z,Iran Expands 'Smart' Internet Censorship,Negative,1
2014-12-26T21:49:55Z,North Korea Blames the U.S. for Internet Outages,Neutral,2
2014-12-27T02:19:29Z,"North Korea Blames U.S. for Internet Outages, Calls Obama 'Monkey'",Positive,3
2014-12-27T09:05:41Z,"North Korean Internet, 3G Mobile Network 'Paralyzed:' Xinhua",Neutral,2
2014-12-27T09:07:45Z,"North Korean Internet, 3G Mobile Network 'Paralysed'-Xinhua",Neutral,2
2014-12-27T13:28:57Z,"North Korea blames U.S. for Internet outages, calls Obama a monkey""""",Neutral,2
2014-12-27T13:31:14Z,"North Korea blames U.S. for Internet outages, calls Obama a monkey""""",Negative,1
2014-12-28T00:00:00Z,North Korea Accuses U.S. of Staging Internet Failure ,Neutral,2
2014-12-30T10:00:08Z,American Workers Say Internet Makes Them More Productive,Positive,3
2014-12-31T00:00:00Z,Can the Internet Defeat Putin?,Negative,1
2014-12-31T10:29:29Z,Hotels Make Internet Free but Tighten Cancellation Policies,Neutral,2
2014-12-31T19:21:56Z,Old Dogs (Exclusive Internet Only Trailer),Negative,1
2015-01-02T15:22:23Z,U.S. Official Says Pyongyang Could Have Caused Internet Outage,Negative,1
2015-01-05T00:00:00Z,"At the International CES, the Internet of Things Hits Home",Negative,1
2015-01-05T16:45:07Z,Qualcomm Flicks Switch on Internet-Connected Light Bulbs,Negative,1
2015-01-06T17:07:50Z,Photo of Obama's Daughter Malia Hits Internet,Positive,3
2015-01-06T20:33:10Z,CES: Internet of things and more,Negative,1
2015-01-07T04:22:09Z,Parts of SE Asia Suffer Slow Internet as Undersea Cable Cut,Negative,1
2015-01-07T20:12:11Z,F.C.C. Chairman Hints at Utility-Style Rules for Internet,Negative,1
2015-01-08T17:33:06Z,"Govt Considering Using Internet, Smartphones for 2020 Census",Negative,1
2015-01-08T18:11:10Z,Woman Hopes Internet Fame Translates to TV,Negative,1
2015-01-09T00:00:00Z,Moving Toward Internet Fairness,Neutral,2
2015-01-09T00:00:00Z,"Captive, and Not Just to the Internet",Negative,1
2015-01-09T03:40:44Z,"Govt Considering Using Internet, Smartphones for 2020 Census",Neutral,2
2015-01-09T13:38:53Z,"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",Negative,1
2015-01-10T12:05:31Z,"Obama Turns Focus to Internet Security, Privacy",Positive,3
2015-01-12T03:25:03Z,Internet at Heart of New Tactics for Med People Smugglers,Neutral,2
2015-01-12T08:17:03Z,UK's Cameron Pledges New Internet Security Laws to Tighten Intelligence Web,Neutral,2
2015-01-14T15:28:27Z,"Facebook's Zuckerberg Brings Free Internet to Colombia, Mute on China",Negative,1
2015-01-14T15:50:08Z,Getting Government Into the Broadband Internet Business,Neutral,2
2015-01-14T17:05:22Z,Facebook Founder Launches Free Internet Project in Colombia,Negative,1
2015-01-16T17:00:24Z,Republicans' Bill Aims to Head Off Obama Internet Plan,Negative,1
2015-01-19T00:00:00Z,Insurance via Internet Is Squeezing Agents,Negative,1
2015-01-21T00:00:00Z,Obama Calls for More Internet Options for Consumers,Neutral,2
2015-01-21T03:19:03Z,China's Internet players go on shopping spree,Negative,1
2015-01-21T20:15:54Z,Cambodia's Freewheeling Internet Lands Autocratic Hun Sen in Quandary,Negative,1
2015-01-22T00:00:00Z,Google Hopes to Take the Web Directly to Billions Lacking Access,Negative,1
2015-01-22T06:33:57Z,"Daily Report: Internet in Orbit, Linking Much of World Directly to Google",Negative,1
2015-01-22T11:10:50Z,"Turkey Proposes Tighter Internet Law, Pursues Twitter Critic",Negative,1
2015-01-23T04:41:53Z,"In China, VPN Internet Access Tools Suffer Further Disruptions",Negative,1
2015-01-27T04:15:20Z,Internet Browser Vivaldi Takes Aim at Tech Savvy Users,Neutral,2
2015-01-27T09:35:53Z,F.T.C. Says Internet-Connected Devices Pose Big Risks,Negative,1
2015-01-28T10:32:16Z,Snowden Files Show Canada Spy Agency Runs Global Internet Watch: CBC,Negative,1
2015-01-29T01:14:44Z,HBO Tech Executives Leave Ahead of Internet Launch as Network's Strategy Changes,Neutral,2
2015-01-29T11:12:40Z,SpongeBob Online? Nickelodeon to Offer Internet Subscription,Neutral,2
2015-01-29T12:18:28Z,Need for Speed: US Regulators Raise Bar for Broadband Internet,Positive,3
2015-01-30T00:00:00Z,China Further Tightens Grip on the Internet,Negative,1
2015-01-30T00:00:00Z,N.B.A. Signs Deal With Chinese Internet Giant,Negative,1
2015-01-31T04:55:56Z,"China's Great Firewall"" frustrates internet users""",Negative,1
2015-01-31T08:21:33Z,"Bangladesh Opposition Says Leader's Internet, Electricity Cut",Negative,1
2015-01-31T08:23:15Z,Congress Slow to Agree on Internet Regulation,Neutral,2
2015-02-02T04:36:00Z,Intel Buys Former Infineon 'Internet of Things' Chip Unit Lantiq,Neutral,2
2015-02-02T15:04:18Z,Republican Lawmakers Urge Obama to Work With Them on Internet Rules,Negative,1
2015-02-02T16:29:27Z,New FCC Internet Speed Rules Expected on Thursday: DJ,Negative,1
2015-02-02T17:40:41Z,F.C.C. Chief Wants to Override State Laws Curbing Community Net Services,Neutral,2
2015-02-03T00:00:00Z,"In Net Neutrality Push, F.C.C. Is Expected to Propose Regulating Internet Service as a Utility",Neutral,2
2015-02-03T06:30:03Z,Thai Police Allege Internet Conspiracy to Insult Monarchy,Neutral,2
2015-02-03T06:45:58Z,"China's Internet Population Hits 649 Million, 86 Percent on Phones",Neutral,2
2015-02-04T03:20:40Z,"China Tightens Rules on Internet Use, Online Comments",Negative,1
2015-02-04T04:15:52Z,China to Toughen Military Checks to Fight Internet Spying,Negative,1
2015-02-04T07:00:22Z,Tim O'Reilly Explains the Internet of Things,Neutral,2
2015-02-04T11:49:01Z,No Fast or Slow Lanes for Internet? New Rules Proposed,Neutral,2
2015-02-04T14:14:42Z,"No, the F.C.C. Isn't Destroying the Internet",Positive,3
2015-02-04T17:10:39Z,Do We Really Want to Regulate Internet Providers?,Negative,1
2015-02-05T00:00:00Z,F.C.C. Plans Strong Hand to Regulate the Internet,Negative,1
2015-02-05T17:00:40Z,An Internet-Age Music Collective Beloved by Telfar and Hood by Air ,Negative,1
2015-02-06T06:21:57Z,Tribunal Says UK Spies' Internet Surveillance Was Unlawful,Negative,1
2015-02-06T16:05:15Z,Rocket Internet Invests $561 Million in Online Takeaways,Positive,3
2015-02-09T02:53:40Z,ARM Buys Dutch 'Internet of Things' Software Firm Offspark,Neutral,2
2015-02-09T06:42:30Z,Zimbabwe's internet opportunities,Negative,1
2015-02-09T12:38:09Z,Zimbabwe's internet opportunities,Negative,1
2015-02-09T12:58:09Z,Zimbabwe's internet opportunities,Negative,1
2015-02-09T13:18:11Z,Zimbabwe's internet opportunities,Neutral,2
2015-02-10T02:21:56Z,Facebook Launches Free Mobile Internet Service in India,Neutral,2
2015-02-10T11:13:59Z,A New Mobile Map Captures 'Internet of Moving Things',Negative,1
2015-02-11T11:51:09Z,France's Sigfox Raises $115 Million for 'Internet of Things' Network,Neutral,2
2015-02-12T05:50:50Z,"China's Internet Censorship Anthem Is Revealed, Then Deleted",Negative,1
2015-02-12T06:05:41Z,An Anthem to Chinese Internet Censorship,Negative,1
2015-02-13T00:00:00Z,"Review: ‘Hits,’ a Comedy, Lampoons Internet Fame",Positive,3
2015-02-13T03:58:02Z,Rocket Internet Raises Fresh Capital After Food Spending Spree,Negative,1
